"id","region","district","municipality","parish","lat","lon","origin","alert_date","alert_hour","village_area","vegetation_area","farming_area","village_veget_area","total_area","intentional_cause","timePeriod","tmax"
294,"Alentejo","Portalegre","Campo Maior","Nossa Senhora da Expectação",38.9388885498047,7.06682682037354,"agriculture","2014-06-03",14:54:00,0,0,0.8562,0,0.00030101970116103,0,"Tarde",224
295,"Alentejo","Portalegre","Campo Maior","Nossa Senhora Graça Degolados",39.0377502441406,7.09225559234619,"agriculture","2014-06-03",15:29:00,0,0,0.0917,0,3.22081586571083e-05,1,"Tarde",224
296,"Alentejo","Portalegre","Nisa","Espírito Santo",39.4422225952148,7.6513557434082,"fire","2014-06-12",16:09:00,29.278,4.083,4.488,33.361,0.0133083338012776,0,"Tarde",296
297,"Alentejo","Portalegre","Fronteira","Fronteira",39.1069717407227,7.71575021743774,"agriculture","2014-06-24",17:18:00,0,0,1e-04,0,0,0,"Tarde",274
307,"Alentejo","Beja","Castro Verde","Entradas",37.8072204589844,7.97861099243164,"agriculture","2014-05-16",14:53:00,0,0,2.2,0,0.00856838443393929,0,"Tarde",201
329,"Alentejo","Beja","Mértola","Espírito Santo",37.5386123657227,7.63611125946045,"agriculture","2014-04-27",12:58:00,0,0,0.01,0,3.70082528403834e-05,0,"Tarde",247.536855189559
353,"Alentejo","Beja","Moura","Amareleja",38.2700004577637,7.27722215652466,"agriculture","2014-05-30",12:50:00,0,0,73.2,0,0.285156379346278,0,"Tarde",247.536855189559
358,"Alentejo","Beja","Beja","Santa Maria da Feira",38.0272216796875,7.85666656494141,"agriculture","2014-06-21",17:13:00,0,0,0.0431,0,0.000165952796947403,1,"Tarde",258
363,"Alentejo","Beja","Mértola","Santana de Cambas",37.6486129760742,7.53166675567627,"agriculture","2014-06-13",15:44:00,0,0,0.0248,0,9.46632151601386e-05,0,"Tarde",247.536855189559
399,"Alentejo","Setúbal","Grândola","Azinheira dos Barros",38.1222496032715,8.46202754974365,"agriculture","2014-06-15",15:14:00,0,0,0.4169,0,0.0103315106116115,0,"Tarde",314
404,"Alentejo","Beja","Mértola","Santana de Cambas",37.7163887023926,7.56333351135254,"agriculture","2014-07-08",01:24:00,0,0,5.7,0,0.022203003901449,1,"Madrugada",247.536855189559
408,"Alentejo","Beja","Moura","Póvoa de São Miguel",38.2116661071777,7.30416679382324,"agriculture","2014-03-12",15:02:00,0,0,0.4,0,0.00155629442207718,0,"Tarde",165
416,"Alentejo","Beja","Barrancos","Barrancos",38.1438903808594,7.0683331489563,"agriculture","2014-05-18",11:31:00,0,0,0.3,0,0.00116673386586261,0,"Manhã",220
438,"Alentejo","Beja","Serpa","Brinches",38.0577774047852,7.61722230911255,"agriculture","2014-03-13",19:06:00,0,0,0.02,0,7.59643084618396e-05,0,"Noite",247.536855189559
452,"Alentejo","Beja","Odemira","Longueira/Almograve",0.627499997615814,0.146111115813255,"agriculture","2014-07-13",12:50:00,0,0,0.1599,0,0.000620959526606012,0,"Tarde",298
467,"Alentejo","Beja","Ourique","Ourique",0.628333330154419,0.136944442987442,"agriculture","2014-08-04",18:08:00,0,0,0.5194,0,0.00202142972619736,0,"Noite",280
482,"Alentejo","Portalegre","Gavião","Belver",39.5505561828613,7.94305562973022,"agriculture","2014-03-19",12:51:00,0,0,0.2268,0,7.9711676501817e-05,0,"Tarde",160
485,"Alentejo","Évora","Arraiolos","Igrejinha",38.7119445800781,8.0741662979126,"agric_burn","2014-03-23",10:49:00,0,0,0.5,0,0.0059760979989217,0,"Manhã",176
497,"Alentejo","Évora","Redondo","Montoito",38.4844436645508,7.57638883590698,"agric_burn","2014-05-29",11:33:00,0,0,0.005,0,5.85774758846095e-05,0,"Manhã",229
502,"Alentejo","Beja","Beja","Santa Maria da Feira",0.633611083030701,0.130833327770233,"agriculture","2014-07-18",17:46:00,0,0,0.129,0,0.000500585314735712,1,"Tarde",278
505,"Alentejo","Portalegre","Elvas","Caia e São Pedro",38.8824996948242,7.04568910598755,"agriculture","2014-06-19",14:35:00,0,0,0.2889,0,0.000101547120307564,0,"Tarde",232
509,"Alentejo","Beja","Ourique","Ourique",0.627499997615814,0.136666670441628,"agriculture","2014-07-15",17:06:00,0,0,10.5,0,0.040901910599748,0,"Tarde",312
518,"Alentejo","Beja","Beja","Santa Clara de Louredo",37.9563903808594,7.83972215652466,"agriculture","2014-06-05",16:25:00,0,0,4.4,0,0.0171387166706597,0,"Tarde",329
521,"Alentejo","Évora","Arraiolos","Arraiolos",38.8258323669434,8.00083351135254,"agriculture","2014-06-01",16:23:00,0,0,1.1,0,0.0131488501480576,0,"Tarde",232
533,"Alentejo","Beja","Alvito","Vila Nova da Baronia",38.2997207641602,8.04472255706787,"agriculture","2014-04-17",21:25:00,0,0,0.029,0,0.00011102475852115,0,"Noite",247.536855189559
537,"Alentejo","Portalegre","Campo Maior","Nossa Senhora da Expectação",39.0078315734863,7.06944274902344,"agriculture","2014-05-18",17:39:00,0,0,0.4736,0,0.000166490863800663,0,"Tarde",230
539,"Alentejo","Portalegre","Ponte de Sor","Ponte de Sor",39.2483329772949,8.0349178314209,"agriculture","2014-06-23",14:19:00,0,0,0.0275,0,9.63431820092539e-06,0,"Tarde",354
567,"Alentejo","Setúbal","Santiago do Cacém","Alvalade",38.0797233581543,8.64138889312744,"agriculture","2014-03-26",11:10:00,0,0,0.01,0,0.00024539816471918,0,"Manhã",134
586,"Alentejo","Beja","Moura","Santo Agostinho",38.135555267334,7.45333337783813,"agriculture","2014-06-08",17:12:00,0,0,0.052,0,0.0002006236864505,0,"Tarde",247.536855189559
589,"Alentejo","Portalegre","Elvas","São Brás e São Lourenço",38.8594436645508,7.2936110496521,"agriculture","2014-05-04",15:12:00,0,0,0.02,0,6.99718730651151e-06,0,"Tarde",178
590,"Alentejo","Beja","Almodôvar","Santa Cruz",37.4305572509766,7.98036098480225,"agriculture","2014-08-02",00:42:00,0,0,0.084,0,0.000325283064439159,0,"Madrugada",361
591,"Alentejo","Setúbal","Sines","Sines",37.9625015258789,8.84627819061279,"firepit","2014-06-22",03:24:00,0,0.002,0,0.002,4.70966174713578e-05,0,"Madrugada",312
592,"Alentejo","Portalegre","Marvão","Beirã",39.3577766418457,7.42055559158325,"agriculture","2014-05-12",13:07:00,0,0,0.115,0,4.04008453024207e-05,0,"Tarde",206
612,"Alentejo","Portalegre","Portalegre","Carreiras",39.3413887023926,7.43590831756592,"agriculture","2014-07-11",12:08:00,0,0,0.01,0,3.48101278062633e-06,0,"Tarde",216
630,"Alentejo","Portalegre","Avis","Avis",39.1072235107422,7.97416687011719,"agriculture","2014-05-15",13:45:00,0,0,0.0918,0,3.22433204023671e-05,1,"Tarde",186
637,"Alentejo","Beja","Moura","São João Baptista",38.1991653442383,7.48138904571533,"agriculture","2014-06-08",21:30:00,0,0,0.0156,0,5.88236439883989e-05,0,"Noite",247.536855189559
638,"Alentejo","Beja","Vidigueira","Pedrógão",38.1255569458008,7.62611103057861,"fire","2014-06-08",21:56:00,4.24,0,0,4.24,0.0165154197807164,1,"Noite",247.536855189559
642,"Alentejo","Beja","Moura","São João Baptista",0.635833323001862,0.123611107468605,"fire","2014-07-27",17:46:00,4,0,1.7,4,0.022203003901449,0,"Tarde",247.536855189559
647,"Alentejo","Beja","Beja","Santa Maria da Feira",38.0236129760742,7.85750007629395,"agriculture","2014-06-10",00:03:00,0,0,0.057,0,0.000220101714261228,1,"Madrugada",249
658,"Alentejo","Portalegre","Fronteira","Fronteira",39.1113891601562,7.73888874053955,"agriculture","2014-05-31",20:05:00,0,0,0.1642,0,5.77004239697758e-05,0,"Noite",204
677,"Alentejo","Évora","Évora","Bacelo",38.6036109924316,7.93249988555908,"agric_burn","2014-05-02",18:00:00,0,0,0.5,0,0.0059760979989217,0,"Noite",247.536855189559
678,"Alentejo","Setúbal","Alcácer do Sal","Santa Suzana",38.4472236633301,8.3908052444458,"firepit","2014-06-16",06:13:00,0,0.0215,0,0.0215,0.000530456638887925,0,"Manhã",265
679,"Alentejo","Portalegre","Monforte","Monforte",39.0203895568848,7.43404150009155,"agriculture","2014-06-16",16:55:00,0,0,2.8999,0,0.00101962028901618,0,"Tarde",222
706,"Alentejo","Portalegre","Nisa","Santana",39.6066665649414,7.68027782440186,"fire","2014-08-08",16:31:00,1.548,0,0,1.548,0.000544268654861767,1,"Tarde",247.536855189559
765,"Alentejo","Beja","Odemira","Longueira/Almograve",37.616943359375,8.74361133575439,"firepit","2014-04-30",11:38:00,0.4,0,0,0.4,0.00155629442207718,0,"Manhã",247.536855189559
791,"Alentejo","Portalegre","Sousel","Casa Branca",38.9472236633301,7.8066668510437,"agriculture","2014-05-09",14:40:00,0,0,0.1,0,3.5126583513593e-05,0,"Tarde",194
798,"Alentejo","Beja","Beja","Nossa Senhora das Neves",38.0188903808594,7.81388902664185,"agriculture","2014-06-15",19:10:00,0,0,0.19,0,0.000738217254026595,0,"Noite",262
801,"Alentejo","Beja","Beja","São Matias",38.1030540466309,7.8788890838623,"agriculture","2014-05-26",14:05:00,0,0,1.2,0,0.00467277887179367,0,"Tarde",224
805,"Alentejo","Setúbal","Santiago do Cacém","Abela",38.0022239685059,8.48611068725586,"fire","2014-05-30",16:17:00,1.15,0,0,1.15,0.0285033686475339,0,"Tarde",247.536855189559
807,"Alentejo","Portalegre","Sousel","Sousel",39.0135269165039,7.66116666793823,"agriculture","2014-07-31",15:25:00,0,0,0.5,0,0.000175773564549,0,"Tarde",256
838,"Alentejo","Beja","Moura","Póvoa de São Miguel",38.2044448852539,7.3066668510437,"agriculture","2014-05-27",16:31:00,0,0,1.8,0,0.00701014220908105,1,"Tarde",247.536855189559
852,"Alentejo","Setúbal","Santiago do Cacém","Santo André",37.8566665649414,8.58916664123535,"firepit","2014-06-02",14:14:00,0.045,0,0,0.045,0.0011129674339284,0,"Tarde",247.536855189559
856,"Alentejo","Beja","Moura","São João Baptista",38.1469459533691,7.44999980926514,"agriculture","2014-06-15",15:30:00,0,0,1.2,0,0.00467277887179367,0,"Tarde",295
860,"Alentejo","Beja","Aljustrel","Aljustrel",37.8958320617676,8.13749980926514,"firepit","2014-06-13",13:58:00,0.7239,0,0,0.7239,0.00281808106365614,0,"Tarde",265
866,"Alentejo","Évora","Montemor-o-Novo","Santiago do Escoural",38.5499992370605,8.19222259521484,"agriculture","2014-06-17",18:00:00,0,0,0.95,0,0.0113556621107736,0,"Noite",266
878,"Alentejo","Évora","Alandroal","São Brás dos Matos",14.7008333206177,7.35861110687256,"agriculture","2014-07-27",12:32:00,0,0,0.4064,0,0.0048571486636565,0,"Tarde",247.536855189559
896,"Alentejo","Évora","Estremoz","Glória",38.7902793884277,7.58222198486328,"fire","2014-06-14",15:14:00,11.56,0,0.06,11.56,0.13891110449624,0,"Tarde",247.536855189559
899,"Alentejo","Beja","Moura","São João Baptista",0.635555565357208,0.124166667461395,"agriculture","2014-07-10",02:20:00,0,0,0.1,0,0.000387612753433489,0,"Madrugada",247.536855189559
919,"Alentejo","Beja","Odemira","São Luís",0.628333330154419,0.143888890743256,"agriculture","2014-08-06",00:40:00,0,0,0.013,0,4.86950695268203e-05,0,"Madrugada",247.536855189559
920,"Alentejo","Setúbal","Sines","Sines",37.9569435119629,8.86027812957764,"firepit","2014-06-05",16:02:00,0,0.005,0,0.005,0.000121459697689291,0,"Tarde",296
924,"Alentejo","Évora","Arraiolos","Vimieiro",38.8238906860352,7.74333333969116,"fire","2014-06-11",09:10:00,1.1,0,0,1.1,0.0131488501480576,0,"Manhã",294
933,"Alentejo","Beja","Ferreira do Alentejo","Odivelas",38.1666679382324,8.14944458007812,"agriculture","2014-06-03",12:53:00,0,0,0.1993,0,0.00077444638575455,0,"Tarde",250
944,"Alentejo","Portalegre","Campo Maior","Nossa Senhora da Expectação",39.0076675415039,7.07020568847656,"agriculture","2014-05-23",15:18:00,0,0,0.0355,0,1.24472578216335e-05,1,"Tarde",210
959,"Alentejo","Beja","Moura","Santo Aleixo da Restauração",38.0902786254883,7.01138877868652,"agriculture","2014-06-23",15:30:00,0,0,0.5,0,0.00194585497829174,0,"Tarde",293
966,"Alentejo","Portalegre","Campo Maior","Nossa Senhora da Expectação",39.013053894043,7.05767488479614,"agriculture","2014-06-17",19:25:00,0,0,0.0276,0,9.66947994618425e-06,0,"Noite",228
974,"Alentejo","Portalegre","Nisa","Tolosa",39.416862487793,7.70861101150513,"agriculture","2014-06-07",14:30:00,0,0,0.177,0,6.22011273629088e-05,0,"Tarde",304
997,"Alentejo","Portalegre","Ponte de Sor","Montargil",39.0627784729004,8.17138862609863,"agriculture","2014-05-15",20:28:00,0,0,0.0637,0,2.23628699846298e-05,0,"Noite",230
1004,"Alentejo","Beja","Mértola","Santana de Cambas",37.7008323669434,7.56166648864746,"agriculture","2014-05-14",14:50:00,0,0,1.1,0,0.00428321831557911,0,"Tarde",247.536855189559
1029,"Alentejo","Évora","Évora","Nossa Senhora de Machede",38.611946105957,7.75222206115723,"agriculture","2014-07-04",17:47:00,0,0,0.49,0,0.00585655212976943,0,"Tarde",247.536855189559
1030,"Alentejo","Beja","Moura","São João Baptista",38.1366653442383,7.47444438934326,"agriculture","2014-07-05",23:00:00,0,0,0.1,0,0.000387612753433489,0,"Noite",282
1040,"Alentejo","Beja","Beja","Santa Maria da Feira",38.0275001525879,7.86305570602417,"agriculture","2014-06-20",00:45:00,0,0,1.6,0,0.00623102109665192,1,"Madrugada",274
1041,"Alentejo","Évora","Vila Viçosa","Bencatel",38.7391662597656,7.46916675567627,"agriculture","2014-06-20",18:07:00,0,0,0.2833,0,0.00338553901439213,0,"Noite",274
1045,"Alentejo","Évora","Arraiolos","Arraiolos",14.7236108779907,0.133055552840233,"firepit","2014-07-09",17:08:00,0.22,0,0,0.22,0.00262881366265829,0,"Tarde",247.536855189559
1047,"Alentejo","Setúbal","Alcácer do Sal","Santa Maria do Castelo",38.4025001525879,8.51372241973877,"agriculture","2014-06-06",12:30:00,0,0,0.28,0,0.00693807538433319,0,"Tarde",247.536855189559
1050,"Alentejo","Portalegre","Nisa","Espírito Santo",39.4916648864746,7.63941669464111,"agriculture","2014-06-12",09:56:00,0,0,0.0676,0,2.3734178049725e-05,0,"Manhã",296
1052,"Alentejo","Portalegre","Campo Maior","São João Batista",39.0128059387207,7.07585287094116,"agriculture","2014-07-04",14:06:00,0,0,0.0187,0,6.54008461814644e-06,0,"Tarde",247.536855189559
1055,"Alentejo","Setúbal","Alcácer do Sal","Comporta",38.4802780151367,8.59472179412842,"firepit","2014-05-17",17:25:00,0,0.0096,0,0.0096,0.000235483087356789,0,"Tarde",247.536855189559
1065,"Alentejo","Portalegre","Castelo de Vide","Santiago Maior",39.4205551147461,7.46671962738037,"agriculture","2014-07-11",09:10:00,0,0,0.1,0,3.5126583513593e-05,0,"Manhã",216
1066,"Alentejo","Beja","Beja","Salvador",0.633611083030701,0.130555555224419,"agriculture","2014-07-22",07:40:00,0,0,0.124,0,0.000481107286924984,1,"Manhã",247.536855189559
1067,"Alentejo","Portalegre","Portalegre","Urra",39.1702766418457,7.42130565643311,"firepit","2014-08-19",22:36:00,0.18,0,0,0.18,6.32559797206744e-05,0,"Noite",284
1091,"Alentejo","Portalegre","Nisa","São Matias",39.5491676330566,7.73944425582886,"fire","2014-05-16",17:04:00,1.583,0,0,1.583,0.000556575265702365,0,"Tarde",190
1092,"Alentejo","Portalegre","Marvão","São Salvador da Aramenha",39.383056640625,7.38361120223999,"firepit","2014-05-17",16:18:00,0.131,0,0,0.131,4.6026724543837e-05,1,"Tarde",190
1109,"Alentejo","Beja","Vidigueira","Selmes",38.2013893127441,7.71416664123535,"fire","2014-06-12",01:00:00,0.9,0.4,0.8,1.3,0.00817882387772473,1,"Madrugada",247.536855189559
1115,"Alentejo","Portalegre","Monforte","Assumar",39.1199722290039,7.36194467544556,"firepit","2014-08-19",23:22:00,0.7941,0,0,0.7941,0.000279184257355283,0,"Noite",284
1117,"Alentejo","Portalegre","Gavião","Belver",39.5272216796875,7.92058324813843,"fire","2014-06-20",11:03:00,1.5014,0,0,1.5014,0.000527883281571142,1,"Manhã",238
1118,"Alentejo","Beja","Beja","Salvador",38.0119438171387,7.82527780532837,"agriculture","2014-07-09",16:03:00,0,0,1.6,0,0.00623102109665192,0,"Tarde",250
1119,"Alentejo","Beja","Vidigueira","Selmes",38.1677780151367,7.74222230911255,"agriculture","2014-07-10",12:27:00,0,0,0.24,0,0.000932997532133876,0,"Tarde",247.536855189559
1120,"Alentejo","Beja","Serpa","Pias",0.634166657924652,0.124166667461395,"agriculture","2014-07-10",18:00:00,0,0,2.2,0,0.00856838443393929,0,"Noite",247.536855189559
1125,"Alentejo","Beja","Aljustrel","São João de Negrilhos",0.632777750492096,0.137222215533257,"agriculture","2014-07-05",13:35:00,0,0,0.1405,0,0.000545384778700387,0,"Tarde",247.536855189559
1129,"Alentejo","Setúbal","Santiago do Cacém","Alvalade",37.9563903808594,8.39477825164795,"agriculture","2014-03-18",16:13:00,0,0,0.0991,0,0.0024539816471918,0,"Tarde",247.536855189559
1141,"Alentejo","Portalegre","Gavião","Comenda",39.4291648864746,7.81871938705444,"fire","2014-07-03",17:29:00,1.85,0,0,1.85,0.0006504571255435,0,"Tarde",366
1155,"Alentejo","Beja","Moura","Santo Agostinho",38.1543350219727,7.3800835609436,"fire","2014-07-11",16:52:00,256.7,0,0,256.7,1,0,"Tarde",247.536855189559
1160,"Alentejo","Beja","Mértola","São João dos Caldeireiros",37.6011123657227,7.79222202301025,"agriculture","2014-07-04",16:50:00,0,0,16.8,0,0.0654442256412654,0,"Tarde",265
1168,"Alentejo","Beja","Ferreira do Alentejo","Odivelas",38.1613883972168,8.21777820587158,"agriculture","2014-06-16",17:25:00,0,0,4.6549,0,0.0181317065284506,0,"Tarde",278
1172,"Alentejo","Setúbal","Santiago do Cacém","Santiago do Cacém",38.000244140625,8.67363929748535,"agric_burn","2014-05-17",18:49:00,0,0,0.0389,0,0.000961762504151939,0,"Noite",221
1174,"Alentejo","Portalegre","Elvas","Caia e São Pedro",38.9052772521973,7.15043783187866,"agriculture","2014-08-19",15:30:00,0,0,0.003,0,1.0196906125067e-06,0,"Tarde",284
1175,"Alentejo","Évora","Arraiolos","São Gregório",38.775276184082,7.9030556678772,"agriculture","2014-07-05",21:24:00,0,0,0.05,0,0.000596533887069799,0,"Noite",264
1176,"Alentejo","Beja","Moura","São João Baptista",38.1644439697266,7.42055559158325,"agriculture","2014-07-06",15:05:00,0,0,0.004,0,1.36346194675097e-05,0,"Tarde",247.536855189559
1183,"Alentejo","Évora","Alandroal","Nossa Senhora da Conceição",14.6722221374512,0.123611107468605,"agriculture","2014-07-29",17:00:00,0,0,0.002,0,2.27137151389302e-05,0,"Tarde",370
1198,"Alentejo","Portalegre","Portalegre","Fortios",39.3424987792969,7.47608327865601,"firepit","2014-06-19",10:23:00,0,0.4,0,0.4,0.000140611819290148,0,"Manhã",232
1204,"Alentejo","Beja","Moura","Amareleja",0.636666655540466,7.27444458007812,"agriculture","2014-07-11",17:05:00,0,0,0.0312,0,0.000119595090757871,0,"Tarde",247.536855189559
1205,"Alentejo","Évora","Évora","Horta das Figueiras",14.527777671814,0.131944447755814,"agriculture","2014-07-11",21:54:00,0,0,9.14,0,0.109263728946478,0,"Noite",365
1225,"Alentejo","Portalegre","Nisa","Arez",39.4991683959961,7.6950831413269,"fire","2014-08-18",13:58:00,9.19,0,9.29,9.19,0.00649785536209055,0,"Tarde",264
1235,"Alentejo","Évora","Mora","Mora",38.9466667175293,8.15583324432373,"agric_burn","2014-05-05",13:35:00,0,0,0.05,0,0.000596533887069799,0,"Tarde",180
1248,"Alentejo","Beja","Moura","Santo Amador",14.1400003433228,0.12277777493,"fire","2014-07-27",15:04:00,46.4,0,0,46.4,0.180754150280776,0,"Tarde",247.536855189559
1255,"Alentejo","Évora","Vendas Novas","Landeira",38.6014175415039,0.143333330750465,"fire","2014-07-29",16:21:00,17.17,0,0,17.17,0.205259061875746,0,"Tarde",247.536855189559
1261,"Alentejo","Beja","Moura","São João Baptista",0.63527774810791,0.125,"agriculture","2014-07-10",05:00:00,0,0,0.1,0,0.000387612753433489,0,"Madrugada",247.536855189559
1262,"Alentejo","Évora","Estremoz","Veiros",38.9644432067871,7.50108337402344,"agriculture","2014-07-10",16:33:00,0,0,0.02,0,0.000237896279613006,0,"Tarde",216
1268,"Alentejo","Portalegre","Nisa","Santana",39.6027793884277,7.68116664886475,"firepit","2014-08-19",10:58:00,0.0204,0,0,0.0204,7.13783428754692e-06,1,"Manhã",247.536855189559
1271,"Alentejo","Portalegre","Elvas","Barbacena",38.9449996948242,7.31611108779907,"agriculture","2014-07-04",21:20:00,0,0,0.1734,0,6.09353045335902e-05,0,"Noite",247.536855189559
1272,"Alentejo","Portalegre","Nisa","Montalvão",39.6266670227051,7.57352781295776,"firepit","2014-07-15",13:32:00,0.0956,0,0,0.0956,3.35794667222035e-05,0,"Tarde",247.536855189559
1276,"Alentejo","Beja","Beja","Santa Maria da Feira",38.0275001525879,7.86333322525024,"agriculture","2014-06-20",09:30:00,0,0,0.4,0,0.00155629442207718,1,"Manhã",274
1280,"Alentejo","Évora","Alandroal","São Pedro Terena",14.5752773284912,7.43388891220093,"fire","2014-07-23",09:33:00,1.3934,0,0,1.3934,0.016656325948985,0,"Manhã",247.536855189559
1283,"Alentejo","Portalegre","Portalegre","Urra",39.1775016784668,7.43521404266357,"agriculture","2014-08-19",22:30:00,0,0,0.0036,0,1.23066108405981e-06,0,"Noite",284
1285,"Alentejo","Portalegre","Gavião","Margem",39.3641662597656,7.88250017166138,"fire","2014-08-25",16:49:00,94.2279,0,0,94.2279,0.0331321389990204,1,"Tarde",264
1291,"Alentejo","Beja","Castro Verde","Santa Bárbara de Padrões",0.627222239971161,0.132777780294418,"agriculture","2014-07-30",21:55:00,0,0,0.12,0,0.000465524864676402,1,"Noite",247.536855189559
1294,"Alentejo","Beja","Beja","Salvador",0.633333325386047,0.130555555224419,"agriculture","2014-08-09",20:38:00,0,0,0.0029,0,9.34945334914949e-06,1,"Noite",247.536855189559
1295,"Alentejo","Portalegre","Avis","Avis",39.0708618164062,7.90961122512817,"agriculture","2014-08-05",18:55:00,0,0,0.192,0,6.74753891517366e-05,0,"Noite",274
1300,"Alentejo","Portalegre","Campo Maior","Nossa Senhora da Expectação",39.0079727172852,7.06911182403564,"agriculture","2014-05-23",16:15:00,0,0,0.357,0,0.000125492268828842,1,"Tarde",210
1306,"Alentejo","Portalegre","Portalegre","Alegrete",39.2330551147461,7.30168628692627,"agriculture","2014-08-13",12:15:00,0,0,0.27,0,9.4901550453641e-05,0,"Tarde",280
1312,"Alentejo","Portalegre","Portalegre","Alegrete",39.231388092041,7.33052778244019,"fire","2014-07-10",06:04:00,9.96,0,0,9.96,0.00350207466603638,0,"Manhã",216
1340,"Alentejo","Portalegre","Arronches","Mosteiros",39.1808319091797,7.31422233581543,"agriculture","2014-07-22",14:27:00,0,0,1.1406,0,0.000401019704677205,0,"Tarde",232
1354,"Alentejo","Beja","Moura","Póvoa de São Miguel",38.2200012207031,7.3033332824707,"fire","2014-06-11",17:25:00,4.5,0,0,4.5,0.0175282772268742,0,"Tarde",290
1355,"Alentejo","Beja","Moura","Amareleja",38.2533340454102,7.26361131668091,"agriculture","2014-06-11",16:33:00,0,0,9.4,0,0.0366167444813878,0,"Tarde",290
1369,"Alentejo","Évora","Arraiolos","Arraiolos",38.7680549621582,8.04305553436279,"agriculture","2014-06-29",19:54:00,0,0,0.001,0,1.07591282237038e-05,0,"Noite",306
